Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JEG4P99B,computerProgram,2020,"Davies, Ben",moturesearch/marsden-networks: Initial release,,,,,https://zenodo.org/record/4041257,"We analyse whether research funding contests promote co-authorship. Our analysis combines Scopus publication records with data on applications to the Marsden Fund, the premier source of funding for basic research in New Zealand. On average, and after controlling for observable and unobservable heterogeneity, applicant pairs were 13.8 percentage points more likely to coauthor in a given year if they co-proposed during the previous ten years than if they did not. This co-authorship rate was not significantly higher among funded pairs. However, when we increase post-proposal publication lags towards the length of a typical award, we find that funding, rather than participation, promotes co-authorship.",21/09/2020,22/06/2022 23:46,22/06/2022 23:46,20/06/2022 6:50,,,,,,,moturesearch/marsden-networks,,,,,Zenodo,,,Open Access,,,,DOI.org (Datacite),,DOI: 10.5281/ZENODO.4041257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v1.0,,,,,,,,
NQDAVBKP,dataset,2021,"McCarthy, James",New Zealand Environmental Data Stack (NZEnvDS),,,,10.7931/M6RM-VZ40,https://datastore.landcareresearch.co.nz/dataset/nzenvds,,2021,22/06/2022 23:46,22/06/2022 23:46,21/06/2022 2:12,,,,,,,,,,,,Manaaki Whenua Landcare Research,,,,,,,DOI.org (Datacite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7IR2DJZE,conferencePaper,2021,"Fisher, David N.; LeGrice, Rebecca J.; Painting, Christina J.",Social selection is density dependent but makes little contribution to total selection in New Zealand giraffe weevils,Proceedings of the Royal Society B: Biological Sciences,,,10.1098/rspb.2021.0696,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2021.0696,"Social selection occurs when traits of interaction partners influence an individual's fitness and can alter total selection strength. However, we have little idea of what factors influence social selection's strength. Further, social selection only contributes to overall selection when there is phenotypic assortment, but simultaneous estimates of social selection and phenotypic assortment are rare. Here, we estimated social selection on body size in a wild population of New Zealand giraffe weevils (Lasiorhynchus barbicornis). We measured phenotypic assortment by body size and tested whether social selection varied with sex ratio, density and interacted with the body size of the focal individual. Social selection was limited and unaffected by sex ratio or the size of the focal individual. However, at high densities social selection was negative for both sexes, consistent with size-based competitive interactions for access to mates. Phenotypic assortment was always close to zero, indicating negative social selection at high densities will not impede the evolution of larger body sizes. Despite its predicted importance, social selection may only influence evolutionary change in specific contexts, leaving direct selection to drive evolutionary change.",9/06/2021,22/06/2022 23:46,22/06/2022 23:46,21/06/2022 2:35,20210696,,,288,,,,,,,,Royal Society,,,,,,,royalsocietypublishing.org (Atypon),,,,C:\Users\User\Zotero\storage\H55IWF5Z\Fisher et al. - 2021 - Social selection is density dependent but makes li.pdf,,,fitness; brentine; density dependent; phenotypic assortment; social selection; weevil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH833UU9,conferencePaper,2020,"Steyn, Nicholas; Binny, Rachelle N.; Hendy, Shaun C.; James, Alex; Lustig, Audrey; Plank, Michael J.",The effect of border controls on the risk of COVID-19 reincursion from international arrivals (conf),,,,10.1101/2020.07.15.20154955,https://www.medrxiv.org/content/10.1101/2020.07.15.20154955v1,"In an attempt to maintain elimination of COVID-19, the New Zealand government has closed the border to everyone except citizens and residents. All arrivals are required to spend 14 days in government-managed isolation/quarantine and to be tested for COVID-19 on day 3 and on day 12 of their stay. We model the testing, isolation and potential transmission of COVID-19 within managed isolation facilities to estimate the risk of undetected cases and the risk of infectious cases being released into the community. We use a stochastic individual-based that includes a time-dependent probability of a false negative test result, complete isolation of confirmed and probable cases, and secondary transmission of COVID-19 between close contacts. We show that the combination of 14-day quarantine with day 3 and day 12 testing reduces risk of releasing an infectious case to around 0.1% per infected arrival. Shorter quarantine periods, or reliance on testing only with no quarantine, substantially increase this risk. It is important to avoid contacts between individuals staying in quarantine to minimise the risk of secondary transmission. We calculate the ratio of cases detected on day 3 to cases detected on day 12 in the model and show that this may be a useful indicator of the likelihood of secondary transmission occurring within quarantine. We do not explicitly model transmission of COVID-19 from individuals in quarantine to staff, but this is likely to present a significant risk. This needs to be minimised by strict infection control, use of personal protective equipment by staff at all times, and avoiding close contact between staff and hotel guests.",22/07/2020,22/06/2022 23:46,22/06/2022 23:46,20/06/2022 5:49,2020.07.15.20154955,,,,,,,,,,,medRxiv,,en,"© 2020, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/",,,,medRxiv,,,,C:\Users\User\Zotero\storage\UDJW925Q\Steyn et al. - 2020 - The effect of border controls on the risk of COVID.pdf; C:\Users\User\Zotero\storage\T9NDIDMY\2020.07.15.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society of Mathematical Biology Conference 2020 (online).,,,,,,,,,,,,,,,
MU3X89CZ,dictionaryEntry,2019,"Hannah, Kate","Adams, Nancy Mary",Te Ara Dictionary of New Zealand,,,,https://teara.govt.nz/en/biographies/6a3/adams-nancy-mary,,2019,22/06/2022 23:46,22/06/2022 23:46,17/06/2022 1:41,,,,,,,,,,,,Ministry for Culture and Heritage Te Manatu Taonga,,en,http://www.teara.govt.nz/copyright,,,,,,,,C:\Users\User\Zotero\storage\SE8X26VP\adams-nancy-mary.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASUNC4S,dictionaryEntry,2018,"Priestley, Rebecca","Tinsley, Beatrice Muriel",Te Ara Dictionary of New Zealand,,,,https://teara.govt.nz/en/biographies/6t5/tinsley-beatrice-muriel,,2018,22/06/2022 23:46,22/06/2022 23:46,15/06/2022 7:03,,,,,,,,,,,,Ministry for Culture and Heritage Te Manatu Taonga,,en,http://www.teara.govt.nz/copyright,,,,,,,,C:\Users\User\Zotero\storage\UVU9NIFA\tinsley-beatrice-muriel.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ERT4UJ,journalArticle,2017,"Salmon, Rhian A",Deep South National Science Challenge Engagement Strategy 2015-2019,,,,10.5281/zenodo.555995,https://zenodo.org/record/555995,"The goal of the Engagement Programme for the Deep South Challenge (DSC) is to ""contribute to improving New Zealanders’ ability and capacity to make decisions informed by DSC-related research"". This document outlines the strategy to deliver on that. It includes 6 objectives and four funding workstreams. The objectives are: 1. Ensuring that DSC research responds to the needs of New Zealanders; 2. Strengthening channels with key audiences and sectors with regard to DSC-related climate change research to build sector-specific interest in, and capacity to understand and use, this information to enable more informed decision-making; 3. Establishing broad public communication and two-way engagement about DSC- related climate change research to increase New Zealanders’ awareness of, and ability to access and use, DSC research outcomes such that they inform climate related decisions; 4. Maintaining communication of DSC progress (to the public, key stakeholders, and funders, DSC researchers and committees); 5. Building capability for engagement about climate change among experts and intermediaries (especially related to modelling, impacts and implications, and adaptation), and contributing expertise to engagement led by external partners, to ensure effective communication and dialogue through and beyond the duration of the DSC; 6. Evaluating the DSC engagement programme to ensure that the programme delivers on its goal and contributing to academic literature through research on factors enhancing the effectiveness of climate-change engagement.",24/03/2017,22/06/2022 23:46,22/06/2022 23:46,15/06/2022 5:13,,,,,,,,,,,,,,,,,,,Zenodo,,Publisher: Zenodo,,C:\Users\User\Zotero\storage\Z49CSIDG\Salmon - 2017 - Deep South National Science Challenge Engagement S.pdf,,,"climate change communication; public engagement with science; science funding strategy; science engagement funding, engagement evaluation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5J5GPVF,bookSection,2017,"Allen, Melinda S.",Spatial variability and human eco-dynamics in central East Polynesian fisheries,The Oxford Handbook of Zooarchaeology,978-0-19-968647-6,,,https://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199686476.001.0001/oxfordhb-9780199686476-e-51,"""Spatial variability and human eco-dynamics in central East Polynesian fisheries"" published on  by Oxford University Press.",23/03/2017,22/06/2022 23:46,22/06/2022 23:46,15/06/2022 4:01,,,,,,,,,,,,,,en,,,,,,,DOI: 10.1093/oxfordhb/9780199686476.013.51,,C:\Users\User\Zotero\storage\26ACQVZN\oxfordhb-9780199686476-e-51.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIQNVDSC,conferencePaper,2017,"Balduzzi, David; Frean, Marcus; Leary, Lennox; Lewis, J. P.; Ma, Kurt Wan-Duo; McWilliams, Brian","The Shattered Gradients Problem: If resnets are the answer, then what is the question?",2017 International Conference on Machine Learning,,,10.48550/arXiv.1702.08591,http://arxiv.org/abs/1702.08591,"A long-standing obstacle to progress in deep learning is the problem of vanishing and exploding gradients. Although, the problem has largely been overcome via carefully constructed initializations and batch normalization, architectures incorporating skip-connections such as highway and resnets perform much better than standard feedforward architectures despite well-chosen initialization and batch normalization. In this paper, we identify the shattered gradients problem. Specifically, we show that the correlation between gradients in standard feedforward networks decays exponentially with depth resulting in gradients that resemble white noise whereas, in contrast, the gradients in architectures with skip-connections are far more resistant to shattering, decaying sublinearly. Detailed empirical evidence is presented in support of the analysis, on both fully-connected networks and convnets. Finally, we present a new ""looks linear"" (LL) initialization that prevents shattering, with preliminary experiments showing the new initialization allows to train very deep networks without the addition of skip-connections.",2017,22/06/2022 23:46,22/06/2022 23:46,15/06/2022 4:16,,,,,,,The Shattered Gradients Problem,,,,,arXiv,,,,,,,arXiv.org,,"arXiv:1702.08591 [cs, stat] type: article","Comment: ICML 2017, final version",C:\Users\User\Zotero\storage\2CUDWDB5\Balduzzi et al. - 2018 - The Shattered Gradients Problem If resnets are th.pdf; C:\Users\User\Zotero\storage\NICBU3HQ\1702.html,,,Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Neural and Evolutionary Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Machine Learning,,,,,,,,,,,,,,,
H8KUDZLJ,conferencePaper,2016,"Furian, Nikolaus; Neubacher, Dietmar; Vössner, Siegfried; O'Sullivan, Michael; Walker, Cameron",HCDESLib - A Generic Open Source Toolkit for Health Care Simulation,Proceedings of the 30th European Simulation and Modelling Conference,,,,,,26/10/2016,22/06/2022 23:46,22/06/2022 23:46,,315,,,,,,,,,,,agEUROSIS-ETI Publication,,,,,,,Graz University of Technology,,,,,,,Discrete Event Simulation; Generic Simulation; Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3VZJBVR8,bookSection,2015,"Allen, Melinda S.",Dietary Opportunities and Constraints on Islands,The Oxford Handbook of the Archaeology of Diet,978-0-19-969401-3,,,https://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199694013.001.0001/oxfordhb-9780199694013-e-2,"""Dietary Opportunities and Constraints on Islands"" published on  by Oxford University Press.",12/11/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 4:48,,,,,,,,,,,,,,en,,,,,,,DOI: 10.1093/oxfordhb/9780199694013.013.2,,C:\Users\User\Zotero\storage\I8RAVG8F\oxfordhb-9780199694013-e-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
